Review,Rating,document
"fantastic hotel quieter area barcelona stayed hotel week september 2005. wanted hotel pool sightsee day return relax pool, pool small did trick, hotel did not charge towels sunbeds staff class reception dining area, breakfast fantastic fresh fruit coffee bread scrambled egg etc.the hotel clean modern, beds huge comfortable bathroom absolute luxury, brought cds experience relaxing.the hotel quieter area barcelona 15 minutes walk catalunia square, strongly recommend eating italian restaurant road hotel nicest pizzas tasted life.the 2 day tour sight seeing bus worth penny, recommended hotel 2 couples went different times great holiday.also airport bus stops not far hotel 7 euro 2 way great value,",5,16743
"awesome, wife amazing stay, admit skeptical based price paid discount travel website 399 person 4 nights including direct airfare atlanta, needless say blown away, hotel awesome- beautiful grounds nice clean rooms directly ocean, couple tips 1 sign wyndham rewards hand freebies wine fruit, 2 vacation club tour 2 hours usually offered employees handing towels pool basically time share pitch not high pressure got free couples massage hotel spa free 4 night vacation wyndham resort did not buy 3 rent car save big money taxi shuttle fairs airport sights restaurants island, 4 old san juan el yunque rain forest local cuisine musts try antojitos restaurant sp, make left resort left rt, 3 excellent beans rice awesome service cheap compared richie__Ç_é_ restaurant hill absolute rip, 5 feed iguanas resort 11am everyday__Çî_Èo cool,",5,2600
"great deco hotel, hotel great bargain quiet clean easy stay, located james st. block north lincoln crest hotel easy walk south beach miami beach, not located busy street, does pool cafe, hotel kept clean employees mute just quiet nondescript, friends july 24 25 did not hear guest no complaints noisy neighbors, rooms small expected book room historic art deco hotel n't consider reviews complain space, downside swimming pool probably cleaned did n't care, overall great vintage hotel great location/price combo,",5,1956
"well-done stayed leg honeymoon august 2003 loved, hotel manages modern warm comfortable time, staying older european-style hotels parts spain pleasure clean comfy elegance arts, rooms comfortable outfitted bang olufsen stereos bedside controls window shades lights, shower possibly greatest hotel shower earth- large multiple showerheads spray, upgraded club level high floor amazing views city access club lounge nice addition, pool area great crowded, staff warm friendly, complaint location, porto olympico area nice nice walking distance las ramblas passeig gracia, inevitably cabs metro downtown- 5-minute ride, great restaurants beach aqua dearth good food outside hotel, think worth stay tad outside downtown- hotel good,",5,4629
"okay problems secrets excellence 2/17/04-2/22/04.we booked reservations 9/03, hotel overbooked travel agent obtain involvement getting room paid, day obtained correct room, met guests hotels overbooking, met 8 guests 200.00 stolen safe room, day returned room safe open locked left room, numerous bugs room hotel failed spray said did, menu meals daily basis stay, guests suffered stomach cramps believe goat milk, order reservation french restaurant pay maitre di, shows poor quality basically night, not swim ocean rough hotel located atlantic ocean, hotel 1 1/2 hours airport, bus came late stops told tour operator hotel pickup, just plane 10 minutes spare, hotel 5 star hotel experience n't recommend hotel couple traveled share opinion,",2,7147
"safe choice good location spent nights september 2008 wife, nothing spectacular basic hotel clean not spacious standard rooms standard amenities minibar nice bed neat bonus pillow types choose tiny samples room, breakfast pricey 20e comprehensive set nice restaurant hall natural morning sunlight flooding, location hotel great rembrantplein just 150metres away 10 minutes walk dam 20 central station, trams taxies quick catch directly hotel.basicly hassle free safe choice, lot dodgier hotels amsterdam,",4,8585
"bahia principe hotel europeans afford hotel screw-ups, b s, girlfriend just returned 14-day holiday bahia principe resort punta cana, far concerned hotel excellent.the buffet wonderful offering wide variety salads seafood meat vegetables dessert la carte restaurants especially liked seafood restaurant el pescador french restaurant le gourmet, drinks no need worry, staff fixes nice cocktail whichever ingredient like, general people working bahia principe incredibly helpful nice.the pools cleaned thoroughly morning beach fun, like sport activities surely beach volley beach football nautics girlfriend 24 great time bahia principe reviewer wants warn u.s. travellers states european travellers afford hotel__s screw-ups not able appreciate resort not imagine used, minor details improved water problem bathroom not consider hotel unworthy visit, secondly language difficulty incredible problem fact citizens lack linguistic knowledge english europeans course wider language variety not problem having conversation hotel staff,",5,17260
"n't think place, think pay loser, try getting deal better known chains wo n't regret.this place beat gladly pay extra stay, n't wan na significant joint,",2,15000
"modern flair old madrid perfect location returning visit madrid close 3 major museums plaza mayor ton shops restaurants corner place cervantes allegedly died home museum prolific writer vega worth short guided tour n't speak word spanish rooms street great doors warned madrillinos stay night make lots noise, got moved room stuffy quiet, modern design amenities added pleasure staying hotel staff helpful way use coffe/tea maker room clothing storage highly recommend hotel, beds comfortable cotton bedding, decor relaxing,",4,19061
"wonderful stay stayed 2/14-2/17 nba all-star weekend, hotel located canal street block bourbon street, service great exception valet not hailing cab suggesting walk street catch cab, hotel walking distance casino, room large view canal street, definitely return hotel,",4,762
"good holiday husband princess march break, vip package, package enabled book dinner reservations phone not wait line, rooms clean looked like needed renovations soon, loved balconie, grounds beautiful huge, walked restaurants used train, loved pool area lush vegetation little bar ocean, food fine, remember 3rd world country north american 5 star standards not equate 5 star dominican, staff desk rude, vip check supposed fast, slowest, did n't robes did n't ask, man booking messages rude, staff restaurants bars friendly work hard smile, licey excellent restaurant, yes lobster dry what.the service excellent pleasant experience, really enjoyed evening.i tipped soon arrived small amounts regular basis, tipped staff came contact, did n't tip desk man booking messages rude, airport horror leaving, hot no seats, enjoyed holiday,",4,2998
"comfortable beds, stayed 3 nights pleased size rooms nice clean comfortable beds pillows, beds typical europe 2 single beds pushed, not gives nice large bed means n't fight duvet, booked deluxe rooms reasonable size building quiet, bathroom good size, rooms clean housekeeping not good, ask day extra tea/coffee amounts left room frugal especially weather cold snow wanted warm hot drinks, given robe no slippers, requested reception twice appeared frustrating paid deluxe room, sunday picnic breakfast room friends not places open breakfast sunday november breakfast hotel extremely expensive quite crumbs floor, room serviced not till 5.00pm concierge helpful attentive.the hotel placed exploring canals architecture, lots long walks snow, plenty good places eat sit drink watch world by.we stay hotel apart housekeeping good,",4,19004
"excellent value money stayed saint__Ç_é_ weekend, excellent location affordable, pretty basic breakfast nice bathroom standard shower cabinet ok room size smaller italy, friendly helpful staff, stayed floor supposedly modern floor definitely choose hotel, free internet access pc s available customers great thing,",4,4996
"hotel rwanda, friend stayed hotel 3 nights july 07.ok lets begin location hotels location pretty good regards distance las ramblas minute walk, square adjacent hotel gathering point locals use street public toilet facility, upside location spar corner open 24 hours good thing.now lets turn room, basic- bed bathroom shower smal table small mirror.bathroom steamed shower nearly lost friend couple times.a tip hotel install fan, room didnt feel secure no lock door anybody access room time, suppose true u u pay ure looking cheap stay good location measures okay.oh forget outside hotel bit offputting completely reconstruction scaffolding covering hotel.but looking arent planning spending time fine, luxury left door enter place ps, no evidence mini bar beds stone age,",2,10858
"best family vacation, just got intercontinental jimbaran not stop raving, husband went children ages 6,5 16 months blast, stayed singaraja wing central snack lounge came handy meals, older children loved kids club proffesional run warm kids club sent kids, staff truly enjoyed kids activities fishing balinese dress arts crafts becak tours combined private pool internet trampoline playstation kids want afternoon, hired private nannies kids club watch baby couple hours terrific, grounds pools hotel beautiful staff wonderful food delicious, overall outstanding vacation,",5,15026
"not love, stayed week 2005. nothing 414 did n't, location great close theatres restaurant row, walk market cafe near 9th 37th terrific meal, talk surly waitstaff no problems, room clean stylishly modern overlooking garden courtyard situated buildings, room building quiet no trouble noise light sleeper, morning nice breakfast available cereal juice fresh pastries great start day, staff really great felt like home away home, mike really terrific, helpful respect gave great restaurant recommendations, happier accomodations certainly,",5,6455
"class hotel friends just returned 2 day break frankfurt stayed le meridien park hotel, hotel beautiful ideally located, room lovely big bright walked 2 single beds sofa/coffee table seating area, booked triple room advised reception shortly bed, turned opened sofa bed room really small took luxurious feel away resulted climbing moving excess furniture duration, apart room spotless equipped power shower amazing, did problem cleaner walking 9 sunday morning waking bit unnecessary, breakfast included deal best buffets seen, really good choice cold foods sausage bacon boiled egg hot food choices having queue eggs individually cooked person ridiculously time wasting, thing big problem fact charged parking car hotel carpark, rented car save money ended charged 0 day park car hotel, time pay parking hotel really felt like ripped, apart overall experience good hotel pleasant helpful staff lovely environment gladly recommend, just leave car home,",4,5274
"want sydney family just returned lovely stay harbor marriott, property clean beautiful not better location shopping rocks district catching ferry strolling opera house, grateful concierge steered finest meals aria, not place just view sydney harbor feet food truly fabulous,",5,11915
"boring went celebrate 36th wedding anniversary, absolutely nothing did not want hang pool play golf, balcony faced balconies residents no scenery drove sedona, parallel parking incline highlight day, not cup tea,",3,13689
"great la ramblas view week nov 14 2005. did reservation internet got confimrations email, changed reservations couple times called staff time did no problem, great thing thoe hotel lcoation viewing ramblas, n't worry noise double glass window make stay soundproof possible, resturant food variety not views ramblas enjoy eating watching think eating hotel restuarants, staff friendly help finding right places food shopping, returned home sent thank letter, time barcelona hotel royal list,",5,8333
"fantastic, having read reviews hotel worried expectations high luckily n't disappointed, husband spent 3 nights 3rd 6th march 2005 hotel superb way, originally given room 15th floor spoke reception staff getting room higher floor given 52nd floor, views day night amazing especially weather clear fine, location great, trip new york stayed grubby hotel midtown keen experience different area, interesting places walking distance away chinatown little italy south street seaport greenwich village, occasionally ventured uptown subway station right outside.the room immaculate clean did quite warm night, evening opened little window n't shut member staff arrived minutes assist, staff helpful especially bellboys smile faces, definitely stay particularly compared over-priced dives midtown,",5,12767
"excellent wife stayed january 30th night, room extremely expensive fortunately points hilton hhonors account free night gold vip member club floor benefits, paid room n't think worth me.this fantastic hotel, check-in fast room views fantastic bevvy extra treats club floor, room extremely comfortable bed 42 flat screen tv large spacious bathroom, problem experienced pillows smelled bit funny not washed housekeeping switched minutes.the free breakfast club floor excellent got glance regular breakfast looked fantastic, gym average not spectacular pool nice great views city, desk extremely helpful staffed.bottom line great hotel well-deserved reputation,",5,16317
"nice short stay stayed february vacation week not crowded, location not near beach night stay fine, went explored area visited rainforest ate small restaurant bay.the room large balcony overlooking area, ac strong, water jacuzzi took 10 minutes hot n't up.we snack drink bar waitress friendly.one pool closed larger delightful.check not 4:00 wait inn, time towels not avaiable pool bring room.construction site nuisance unavoidable,",4,4115
"excellent place stay visiting barcelona daughter special treat birthday wanted hotel close centre rooftop pool.i searched tripadvisor reviews excellent site havent let down.all say excellent contemporary hotel location just close attractions, rooftop poolexcellent service-breakfastthe service thoughtful leaving bottle ice cold cava ice bucket daughters birthday offering help assistance drop hat.on final notewhile concerned hotel close area does not good reviews didnt need worried felt risk area day night.but guard valuables barcelona,",5,19437
"nice small boyfriend stayed hotel nights august room small simple cozy clean staff friendly.overall happy stay price reasonable small complaints shower uncomfortably small-the minibar fridge probably broken did n't things cool just slightly room temperature tried change settings did n't work beverages minibar past best date-the walls pretty saturday night woke noise guests hallway coming home partying light sleepers earplugs good ideagreat location great neighbourhood recommend taking stroll relaxing book beautiful gardens nearby jardin des plantes jardin du luxembourg walking islands seine, highly recommend restaurant saint-louis island le caveau l'isle good food service value,",4,10588
"holidays hotel ares eiffel spent nice holidays family beautiful hotel professional staff, suggest visit hotel spent nice holidays,",5,5175
"honeymoon argonaut husband stayed argonaut 2 separate times honeymoon san francisco napa valley, night gift parents large suite view alcatraz, returning napa stayed regular room view rooms way cheaper rooms, really enjoyed suite view cheaper room nice lot smaller obviously no view, argonaut great tourist location, close fisherman wharf really quiet area, arrived given bottle wine card congratulating marriage nice, did problems, 1. night dinner reservations gary danko, husband requested express dry cleaning service pair pants planned wear evening, promised pants 6:00 went walking city day, returned 7:00 pants not room, called desk dry cleaning service closed did not receive pants needed, arrived dinner late, checkout dry cleaning removed charge right away mentioned problem service.2, ordered room service morning told busy 45 minutes, said fine, 45 minutes nose called told additional half hour food, food arrived not charged drinks kind long wait extremely long time wait eggs oatmeal, enjoyed stay, n't want spend extra money suite view smaller room view just lovely,",4,13239
"best want thank omni making trip nyc memorable, family fell hard times right christmas cancel trip, able daughters christmas, omni wonderful, room spacious immaculate, staff accomodating friendly, time able stay omni, thank making holiday special,",5,1103
"1 choice florence hotel globus fantastic, rooms modern clean comfortable having free access internet huge perk, best friendly helpful staff feel immediately comfortable went way make time florence better, absolutely stay sure spread word definitely best florence,",5,13578
"gem central berlin having days berlin wife looking central location easily accessible public transportation, jolly hotel vivaldi excellent purpose, high quality affordable immediately adjacent s-bahn u-bahn, walk brandenburg gate easy access greatest musems berlin, staff good rooms nice suprisingly quiet location, great value berlin, highly recommend hotel,",5,11562
"great service warwick just recently spent 4 days christmas holidays warwick, helpfulness care courtesy experienced desk restaurant room service housekeeping staff truly average greatly appreciated, restaurant turned fabulous meals time certain operating skeleton staff, thing prevents giving place excellent rating following hotel tired, old dirty carpets bedding expect hostel, given price range rooms face lift necessary,",4,44
"great location hotel brilliant location just 10 minutes walk station right dam square.other reviews mentioned rude staff lovely n't, certainly no rodents hotel extremley clean bedrooms basic comfortable linen/ towels clean definatly stay visit,",4,10700
"loved mandarin oriental just returned nights mandarin oriental hotel entering leaving hotel class, opted club room highly recommended starts wonderful breakfast continental select menu foods offer breakfast bar incredible variety fruits nuts selection breads, day long tea coffee fruit juice selection snacks plus peace quiet, hours 5 7 cocktail time alcoholic beverage want plus selection nibbles light meal 10.30ish coffee tea variety soft drinks, staff club room friendly helpful, bedrooms just fantastic overlooked harbour night quite magical buildings lit, registered hotel aware names failed ask ok needed help just friendly, best hotels hope lucky return day,",5,15220
"great place stay barcelona stayed ac diplomatic end july2004 good hotel great location, room sleek design attractive, hotel block half passieg gracia great shopping eating walking street, stops bus turistica right street turn minutes walk place catalunya, personnel desk helpful friendly, return barcelona probably stay,",4,8248
"best hotel barcelona hotel brilliant staff friendly helpful superb knowlege, supply maps guide books n't forget ask book discount vouchers beds comfortable complimentary wine mints marble en-suite fully adjustable quiet air-con.did n't try restaurants heard superb, rooms cleaned twice day mints left bed.complimentary tickets local egyptian museum pool roof glass sided lifts overlooking courtyard water garden, 10 min walk twogaudi houses.very romantic,",5,4566
"stylish hotel great views just stayed night frankfurt business, hotel stylish striking looking outside inside, check friendly easy check later, hotel room floor corner panoramic views, large double bed pillow choices ask huge shower great water pressure fabulous decor bathroom, lcd tv cnn bbc world, room not equipped spotlessly clean, gripe bed hard hotels think want firmest mattresses, did n't eat not able comment food bar friendly, oh gym th 18th floor sauna floor ceiling windows enjoy views small pool,",4,18116
"modern stylish outside city centre stayed hotel number times business used visited christmas market year, hotel looks great superb modern stylish design, rooms line overall design heated floors room sound lcd tvs.the hotel limited gym health spa floor excellent room service.downside restuarant bit disappointing given price location, good 8 minute journey tram city centre long walk, not really problem use taxis personal trip costs add up.would certainly stay,",4,18117
"decent place stay property 5 stars, property georgeous, perfectly manicured gardens lawns, fresh clean look course brand new, possibly little large, tram end property, food 3.5 stars, food la carte resteraunts good minor exceptions, buffet wonderful presentation lacked little flavour, noticed cold food cold buffet hot food hot..only slightly warm, pepto bismal, service 4 stars, service generally good long did n't throw curves process, asked different service personell generally did n't understand really wanted, training issue lack experience, imagine better time, far language barriers true people spanish speaking dominican republic actually speak spanish not english, imagine, thing note 30 hit rate gift shops accept credit card ot card reader working cash.overall nice place stay, pepto,",4,17262
"awesome awesome awesom, alright fiance heading toronto concert fall needed place crash, went priceline got place 55.00, priceline rating 2.5 stars figured no problem, conveniently located close a.c.c, arrived wow, surprise, understand hotel relatively new sparkling, requested upgrade king suite room got no problem no charge, room jaw dropping, size suite fullsize kitchen fridge stove microwave dishwasher, popcorn bow use, 32 flatscreen t.v, located foot gorgeous plus king size bed nice sitting area sofa loveseat, gets better, alerted thursday managers party main restaurant area guests, attended prior concert greeted catered dinner local european style pizzeria cafe, crust pizza salad fixins, felt guilty free eats started ordering martinis bartender excellent entertaining, morning just good time hot buffet breakfast complimentary, scrambled eggs pancakes waffles fresh fruit, say triple price paid hotel best, parked short walk street open lot gretzky restaurant recall hotel did valet parking bit cost, definitely great place stay especially travelling family wanted eat,",5,20222
"hotel great location terrific staff stayed claris early july 2004 week business pleasure pleased hotel staff, funky mixture modern old great roof restaurant cafe pool little workout room, awesome views, barcelona expensive breakfasts expensive hotels location not beat easy reasonable breakfast, lots good tapas places, worth afford, recommend highly,",5,4567
"overall not recommend hotel young american boyfriend stayed pcp 1/26-1/30, got hotel asked upgrade vip, person dest hardly spoke english, beg vip items cigars rum robes free massage dinner internet motorized watersports did not recieve vouchers 3rd day attitude add, got room regular 2- double bed room not vip ased changed told overbooked change day, changed 1pm day vip room unkept appeared dirtier, staying ground floor sliding door broken, immediately checked doors read review 14 people robbed sliding door broken, called room changed said send fix door, went original room 3pm time wasted day just situated, waiters/ waitressess/ bartenders/ maids nice desk unhelpful especially problem, food terrible sick 3 days, charge 15 dollars immodium suggest bringing, need money want change american dollars mac machines peso fron desk wont tell town airport change not true, casino change, jipped motorized water sports said windy, going away just relax place nice, say beautiful beaches pool clean, n't bother upgrading vip didnt use vouchers, prepared pay, people expect tipped bring plenty, overall place good families, resort turns total ghosttown night, nothing, open alot read reviews did n't want spoil vacation right no entertainment food terrible desk does not help problems complain ignore attitude, spread bring walking shoes let know fiasco vip like said desk b/f lost vip bracelet went new woman counter told cost replace new bracelet plus pay vip, did not room man dest told vip free charge problems rooms not receiving vouchers, argued 20 minutes saying no gets free asked downgrade said charge 60 resturaunt ate bar went drink charge, threatened appauled, threatened resort no matter problem, completely unnacceptable behavior want let know type service expect, questions/ comments welcome e-mail, resort suggest not bother wasting time, booked trip just try make, hopefully wont experience,",1,16800
"pleasant stay seatac recently pleasant stay doubletree hotel seatac wa visiting seattle area weekend, time doubletree hotel shocked given 2 hot chocolate chip cookies check-in, cookies soft warm nice touch long morning traveling country, finding room bit difficult, hotel parts tower motel section branches, motel section bit confusing finding room got hang things, n't like walk long distances annoyed large size hotel, hotel plenty ammenities lack available business center free internet, wi-fi access pool area not available rooms n't lan line available use rooms, bit setback, computers available use near coffee shop lobby taken peak hours, breakfast buffet restaurant lobby food overall bland boring, typical hotel food better jack box street, walk international blvd sharp roasters wont regret, hotel not far downtown seattle walking distance sea not far tacoma area, proximity sea various flight crews various airlines bunk quite flights, shuttle airport runs 15 minutes rented car pass prepared shell 14-16/day parking, car staying motel section able park near section able cut walking times drastically, overall reccomend hotel specifically short stay, gets job nicely, nice stay,",3,459
"y stay tight budget just 3 night stay sheraton fireenze, positives prompt shuttle to/from town 20- 25 minute ridecleangood cappuchinonegatives dated 1970 80'svery basic room hard mattress 1 bar soap 1 shampoonothing walk tonon-smoking room smelled smoketo tell truth surprised sheraton property, pool n't open early june tennis court completely overgrown large branches court huge weeds, service mixed indifferent helpful, cater tour bus groups italian business groups,",2,5601
"average experience rooms sixth avenue inn included delta weekend getaway package seattle, centrally located inn not hotel choose nor seek again.the property old showing age, rooms cramped dark, furnishings uncomfortable extremely hard beds rickety wicker patio furniture used place conventional chairs, high speed internet access provided 10.00 day port wired wall does not extend tiny nearby desk making computers difficult use, pay-as-you-go terminal lobby slow crippled worth money, not place stay plan work room.the desk staff helpful needed fax refax documents.breakfast restaurant surprisingly hearty not seek lived seattle, breakfast not included room.in end property not best choice business vacation users good solution young people looking inexpensive rooms heart seattle,",2,263
"wish right, amazing time riu bambu came 17th march want right, food great clean staff amazing, big affect stay getting involved activities constantly gotten compliments life, love hoping return really really soon,",5,3773
"loved 5th time bali like stay nice 4 stars husband stayed honeymoon couple, second stay resort, upgraded standard room delux think called pool seperate main pool area breaky, pool absaloutly amazing chicken blt smaller pool didnt want leave clear tropical, upgraded rooms closer entrance exit road, closer shopping worth grade time stayed standard room way far walk room main pool, standard room bit average needed good domestos delux room clean, not flash clean, fantastic ball ad breaky great, night got room honeymoon cake waiting lovely choc cake, finished holiday maridian golf spa resort villa needed wash makeover inside villa magical experience villa buttler highly recommended, happy reccomend,",4,15741
"welcome hell like said lift, friends stayed hotel 7 nights week standards cleanliness shock, entering room thing strike smell, room smelled like hadnt aired long time musty old smokey smell, friends bed sheet bloodstain despite having bed linen changed everyday sheet changed, aside smell sheets wallpaper walls peeling corner damp peeling leak, graffitti window frame balcon room, picture room torn smeared pizza door cleaned week, booking didnt realise hotel curfew 3am fairly young adults cut club time seen clubs amsterdam open 11.30pm, times missed curfew forced stay friends live city, good thing hotel pool table alot use seen no form entertainment room, table 1euro game good compared pool hall nearby coffeeshops, bar let lack staffing extortionate drinks prices 2 euros coke dare not think beer staff pleasant friendly, day friend visited hotel left came collect lady reception did send message room not let rude, no problem staff.now personally student used roughing not worrying luxury friends not expecting luxury basic standards hygine clenliness expect not just hotel just day day living dont think expectations high just wanting clean sheets live peeling wallpaper,",1,10878
"beautiful hotel booked minute holiday, having booked 4 called 2 hours departing gatwick request extra bed friend going join trip, staff n't helpful tried, changed rooms moving themsleves placing exactly it.breakfast delightful bucks fizz help basis great start day.we purse stolen marina informed hotel staff immediatley advised contact police.would recommend hotel, decor beautiful opulant,",4,5653
"not going boyfriend just came riu naiboa couple days ago, not huge resorts general stayed stay site nothing really outside discouraged, 3 days handle just lying beach pool eating places, said beaches gorgeous clean weather beautiful, rooms bit dated clean comfortable, really easy n't spend time, beach-i thought walk beach fine know like problem coming nyc walk nice leisurely 5 minutes stroll beach did n't bother bit, little disappointed gym no air conditioning not equipment decided just walk beach morning afternoon hour more-my favorite far relaxing beach crowded teeming activities watersports worth included, saw whale afternoon coming air just saw huge fin really cool 30 minute walk resort, thing stood europeans speedos topless women, not prude got used quickly sure boyfriend did n't mind women consider young children guess, saw american families uncomfortable-i felt bad, pool just topless women beach n't know area does n't, food-very disappointed food selection, tend cater european crowd barely latin food expect latin country, just rice beans blah, n't necessarily dress dinner no shorts men tank tops men women, did turn away men wearing shorts, disagree regular buffet need let people comfortable, understand nicer restaurants not, breakfast no better smoothies delicious, selection food bit better lunch hours, really filled, ca n't talk drinks barely drink, couple pina coladas good mojito crap rum coke boyfriend barely drank, staff-i thought people staff completely clueless downright rude, like said earlier reasonable people nice, speak spanish helped lot people work n't speak english, times got n't know response, day asked guy reception expect shuttle bus airport, looked frustrated asking, said n't know, not know told come morning ask, sent ask no came yelled said look book number, lost temper point asked manager course none hand, went shuttle service seperate hotel not responsibility, not said said lost temper n't necessary simply asked question nicely shuttle service, noted group traveler complaining booking excursion picked, n't recommend place girlfriends getaway men working perverts spend time staring flirting women doing job, checked wait guy let girls hand snatched trying sweet talk spend time helped got away, unprofessional ladies n't, women working sweet knowledgeable men, mentioned europeans unfriendly true weird seeing group people no hello, not saying europeans unfriendly just bunch, yes beaches beautiful probably dr inexpensive stay riu hotels, know just experience loved different strokes different folks, happy travels,",2,6829
"lovely hotel stayed 3 nights location ideal visiting sites away noisy traffic, sealed dg helped.our room en-suite immaculate tastefully decorated little bijou, small rooms usual paris opinion certainly not criticism, did n't try breakfast ca n't comment there.the criticism walls quite hear door going business, personal complaint not used it.overall nice helpful friendly staff,",4,8483
"great hotel stayed 2 nights partner 4 children april.we connecting rooms 2 double beds.rooms clean mod cons.view carpark not good not room much.pool small.nice deck area though.great location right shops catering price ranges.food outlets right door.mrt orchard rd 5 mins walk.great place stay,",4,15963
"not better choice paris semi-disastrous stay la defense wife moved splendid etoile based reviews, n't better choice.a couple things aware like european rooms bed twins pushed bit low not uncomfortable, pillows bit flat got couple ac does n't work brought fan.having said room 505 floor balconies 6th floor, balcony gave wonderful view white noise traffic night breezes great sleeping, closing double-doors eliminated loudest noises step door elevator metro/rer station charles gaulle etoile, rer train metro lines making extremely convenient.less 50 meters away convenience store water sodas fruit snacks highly convenient.the service just superb, staff incredibly gracious accommodating, asked ac explained did n't work fan room came, concierge bellman desk people wonderful.the room spacious nice size bathroom tub/shower adjustable spray head hand held incredible water pressure scalding heat needed, closet spacious plenty room luggage, flat screen tv news channels english n't in-room movies did n't miss them.there in-room wired internet 14 euros day, orange france hot-spot 98 signal use subscriber plans like t-mobile.for price location convenience just ca n't better,",5,8941
"wonderful hotel great location stayed jurys 17 yo daughter 4 nights feb/08 loved hotel, room extremely comfortable little small bathroom quite spacious, beds luxurious sheets towels heated towel rack l'occitane toiletries feel pampered, best thing jurys location, blocks newbury street easy walking distance copley place bay public garden downtown crossing jurys ideal hotel, public transportation not easier 2 blocks arlington station green line 4 blocks south station orange line bay stop amtrack, hertz rental car facility couple blocks away near park plaza hotel, short wonderful base explore boston area, location fairly quiet evening jurys hotel bar quite popular filled revelry night, asked quiet room heard peep crowds bar, n't day discovered spacious comfortable sitting area hotel lobby, separate left check-in area,",5,16925
"great resort love dominican people, returned sirenis february 29 stayed week, wonderful time, loved returning april week, grounds beautiful pool fabulous beach incredible, people amazing loving warm, just love dominican people, hard working people caring possibly make stay enjoyable, rooms fine nothing fancy fine, refrigerator stocked daily water pop, loved beds, know people complained hard husband fabulous best seep hotel, love good hard mattress, not soft pillow hotels use, pillows story girl did bring pillows pretty, food good buffet no need complain food, staff fabulous particularly loved william filling glasses water wine coffee morning evening, great big smile face perfectalthough fabulous saw room admit disappointed did say probably not return ate words ended loving room really did not bother awhile looking forward returning april sure nice did update roooms somewhat absolutely perfect, really like nice room important sleep shower just, link pictures trip sirenis tropical, included pics rooms restaurants lobby http,",4,12913
"good solid relaxing time 40 went punta cana primarily sun sea, wanted comfort having hostel type vacation years kids young, got looking comfortable room clean bathroom great beach warm waters, arrived hotel 3pm checked immediately told 25 fee safety deposit box room, common practice dr cuba came no surprise, received key cards towel chits barcelets escorted building 12 far walk start travelling 5 hours delay 2 hours bus ride 45 mins time distance hard judge, later timed 3 minutes, not, place big walked building beach towel hut main lobby large buffet probably walking good 10 minutes, purchased deluxe package concierge service meaning king size bed suite balcony patio garden view turn-down service robes wear 2 free 30 min massages 10 discount spa fruit plate bottle champagne, no fruit plate welcome bottle nor robes, tired decided morning, went straight air canada rep catherine checked reservation sent laura concierge desk, laura fantastic settled 20 minutes, got free internet access daily, massages beach extremely relaxing thing strange bottle champagne turned bottle vodka, regards size resort friendliness staff place big really friendly, end week recognized faces not names, course unless booze-hounds flirty girls major loud-mouths knew names polite english said language different story complete agreement, really repeated yelling swearing running buildings morning overly drunk american college students returning mangu disco 4am, fights security and/or boy/girl stuff extremely annoying,",3,11174
"loved hoxton partner stayed hoxton sat 31st march 1 night say best hotels stayed in.we arrived kings cross sat morning worried hotel b hard just stops tube min walk, hotel receptionist really friendly hotel really relaxed feeling, decor fab trendy posh, check n't till room ready dumped bags 11ish big help.i location great big fan tube really handy jump loads shopping rooms excellent, stylish comfy, large double bead cute little sofa, shower die watched flat screen tv got ready, admit coming midnight did think area looked bit rough, lot people heading clubs hotel bar lot people drinking n't let did n't hear noise room 1st floor.in morning breakfast delicious started pack, check noon train n't till paid stay extra hours great n't wan na carry ya bags hoxton excellent value money room, booking later year gon na stay week,",5,19863
"nice hotel chose hotel based tripadvisor reviews loved, actually better expected, room bathroom really big clean, location great short walk main attractions, 5 minutes walk subway, cafe inside building breakfast easy internet access,",4,11927
"ca n't beat price, friends stayed suites.starting location nice, minutes harbour great restaurants sights minutes ramblas couple blocks jaume metro station, staff friendly helpful, tried breakfast morning good buffÄ lots chose missing real good cafe leche, did n't try restaurant dinner ca n't comment that.as said stayed suites, located building 150 meters away, spacious stylishly decorated, fruit water provided free charge love, things like room service hand staff important suites not want, quite independent travellers liked exploring city using room sleeping, price ca n't beaten 130 euros 40 extra bed night barcelona times seen major sights time did day trip montserrat monastery, wonderful highly recommend trip,",4,14328
"chic resonably priced, hotel conveniently located city, costs 25 euros cab airport, walking distance passeig gracia major shopping district, conveniently located near urgell metro station,",4,19642
"room dirty.. hotel room pretty dirty lock not function.. toilet dirty bedsheet yellowish.. stay corner room curtain provide white goodness sleep 5 o'clock sun wake up.. house keeping not changing complaint.. bad experience,",1,18446
"love crowne, husband just returned 5/wonderful days gem hotel wow wow wow, hotel best location, single restaurant pub water taxi tram stop right outside door, n't walk far feet, prices bit high dollar right, california afford hotel true beauty, paid 140.00 euro night, gorgeous huge room french doors opened gorgeous huge balcony overlooking city, sheer luxury, room beautiful minibar robes nice big bathroom shower tub, staff, wonderful restaurant onsite great fun bar night wonderful fun people meet, loved hotel, not disappointed, want right heart city hotel, thank crowne plaza,",5,8823
